angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.0,"[781, 233, 268, 354]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[781, 233, 268, 355]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[781, 233, 268, 355]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[783, 233, 265, 352]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[783, 233, 265, 352]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[781, 233, 268, 350]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[783, 234, 266, 349]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[783, 234, 266, 349]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 235, 264, 348]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[782, 234, 267, 349]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 234, 267, 350]",0.0,0.0,0.99,0.0,0.0,0.0
0.0,"[782, 232, 266, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[782, 232, 266, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 231, 270, 354]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[783, 231, 270, 354]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 233, 268, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 233, 268, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 233, 268, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[783, 234, 267, 348]",0.0,0.0,0.98,0.01,0.0,0.01
0.0,"[783, 234, 267, 348]",0.0,0.0,0.98,0.01,0.0,0.01
0.0,"[785, 234, 267, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 234, 267, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 234, 267, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[787, 235, 266, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[787, 235, 266, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 232, 267, 355]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 232, 268, 355]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 232, 268, 355]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 232, 268, 356]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 232, 268, 356]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[785, 233, 266, 347]",0.0,0.0,0.98,0.01,0.0,0.01
0.0,"[785, 233, 266, 347]",0.0,0.0,0.98,0.01,0.0,0.01
0.0,"[785, 233, 266, 347]",0.0,0.0,0.98,0.01,0.0,0.01
0.0,"[786, 235, 266, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[786, 235, 266, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 235, 267, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 235, 266, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 235, 266, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 228, 262, 350]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 228, 262, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 225, 264, 354]",0.0,0.0,0.97,0.03,0.0,0.0
0.0,"[781, 225, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[780, 225, 265, 354]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[780, 224, 265, 355]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[780, 224, 265, 355]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[780, 224, 265, 355]",0.0,0.0,0.97,0.02,0.0,0.01
0.0,"[784, 236, 264, 351]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[780, 224, 265, 355]",0.0,0.0,0.97,0.02,0.0,0.01
0.0,"[785, 235, 265, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[785, 235, 265, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 225, 264, 354]",0.0,0.0,0.96,0.02,0.0,0.01
0.0,"[781, 225, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[781, 225, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[784, 235, 265, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 235, 265, 351]",0.0,0.0,0.97,0.02,0.0,0.01
0.0,"[784, 235, 266, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[784, 235, 266, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[784, 235, 266, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[784, 235, 267, 349]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[784, 235, 267, 349]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[783, 233, 267, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[783, 233, 267, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[783, 233, 267, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[783, 230, 268, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 231, 269, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 230, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 230, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 230, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[782, 231, 268, 349]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[782, 231, 268, 349]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 230, 269, 351]",0.0,0.01,0.96,0.03,0.0,0.0
0.0,"[780, 231, 270, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 230, 267, 351]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[780, 233, 268, 350]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 233, 268, 350]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 233, 271, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 233, 271, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 233, 271, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 233, 272, 353]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 233, 272, 353]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 233, 272, 354]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[779, 233, 268, 348]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[779, 233, 268, 348]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[778, 235, 272, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 235, 272, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[779, 235, 271, 353]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[779, 235, 271, 353]",0.0,0.0,0.97,0.03,0.0,0.0
0.0,"[779, 235, 271, 353]",0.0,0.0,0.97,0.03,0.0,0.0
0.0,"[780, 229, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[780, 229, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[781, 230, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[781, 230, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[781, 230, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[779, 243, 268, 346]",0.0,0.01,0.92,0.06,0.01,0.0
0.01,"[779, 241, 268, 348]",0.0,0.01,0.92,0.06,0.01,0.0
0.0,"[782, 240, 272, 349]",0.0,0.01,0.88,0.1,0.0,0.0
0.0,"[782, 241, 272, 348]",0.0,0.01,0.88,0.1,0.0,0.0
0.0,"[782, 241, 272, 348]",0.0,0.01,0.88,0.1,0.01,0.0
0.03,"[783, 241, 275, 350]",0.0,0.03,0.81,0.11,0.01,0.01
0.02,"[783, 236, 268, 356]",0.0,0.05,0.86,0.05,0.01,0.01
0.04,"[783, 245, 272, 345]",0.0,0.06,0.74,0.15,0.01,0.01
0.03,"[784, 245, 271, 345]",0.0,0.04,0.75,0.17,0.01,0.01
0.02,"[781, 242, 276, 349]",0.0,0.03,0.75,0.18,0.01,0.0
0.05,"[779, 238, 280, 352]",0.0,0.06,0.7,0.17,0.02,0.01
0.05,"[779, 238, 280, 352]",0.0,0.06,0.71,0.16,0.02,0.01
0.05,"[784, 242, 273, 347]",0.0,0.09,0.69,0.16,0.01,0.01
0.05,"[784, 242, 273, 347]",0.0,0.08,0.69,0.16,0.01,0.01
0.05,"[784, 242, 273, 347]",0.0,0.08,0.69,0.16,0.01,0.01
0.24,"[781, 243, 278, 343]",0.0,0.28,0.12,0.27,0.07,0.02
0.24,"[781, 243, 278, 343]",0.0,0.29,0.12,0.26,0.07,0.02
0.26,"[781, 240, 281, 349]",0.0,0.19,0.02,0.35,0.16,0.03
0.26,"[781, 240, 281, 349]",0.0,0.19,0.02,0.35,0.16,0.03
0.26,"[781, 240, 281, 349]",0.0,0.19,0.02,0.35,0.16,0.03
0.27,"[782, 239, 279, 344]",0.0,0.29,0.0,0.21,0.18,0.06
0.33,"[782, 240, 278, 342]",0.0,0.22,0.0,0.2,0.19,0.06
0.29,"[781, 236, 281, 348]",0.0,0.19,0.01,0.22,0.21,0.09
0.29,"[782, 237, 280, 346]",0.0,0.2,0.01,0.21,0.22,0.08
0.29,"[782, 237, 280, 346]",0.0,0.2,0.01,0.21,0.22,0.08
0.08,"[782, 240, 272, 341]",0.0,0.2,0.0,0.35,0.37,0.0
0.09,"[783, 257, 285, 356]",0.0,0.19,0.0,0.54,0.14,0.04
0.09,"[783, 257, 285, 356]",0.0,0.2,0.0,0.54,0.14,0.04
0.18,"[785, 258, 281, 351]",0.0,0.28,0.0,0.3,0.18,0.05
0.2,"[786, 258, 280, 351]",0.0,0.28,0.0,0.3,0.18,0.05
0.2,"[786, 258, 280, 351]",0.0,0.28,0.0,0.3,0.18,0.05
0.18,"[784, 249, 287, 357]",0.0,0.37,0.0,0.18,0.22,0.05
0.17,"[784, 248, 287, 358]",0.0,0.39,0.0,0.19,0.19,0.06
0.2,"[783, 255, 286, 354]",0.0,0.46,0.0,0.09,0.23,0.02
0.2,"[783, 256, 286, 353]",0.0,0.48,0.0,0.08,0.21,0.03
0.2,"[783, 256, 286, 353]",0.0,0.48,0.0,0.08,0.21,0.03
0.24,"[782, 259, 285, 353]",0.0,0.44,0.0,0.04,0.27,0.01
0.22,"[782, 259, 285, 352]",0.0,0.44,0.0,0.05,0.28,0.02
0.22,"[783, 257, 285, 355]",0.0,0.44,0.0,0.06,0.26,0.01
0.23,"[783, 258, 285, 354]",0.0,0.43,0.0,0.06,0.27,0.01
0.23,"[783, 258, 285, 354]",0.0,0.43,0.0,0.06,0.27,0.01
0.2,"[782, 256, 284, 355]",0.0,0.45,0.0,0.05,0.28,0.01
0.2,"[782, 256, 284, 355]",0.0,0.45,0.0,0.05,0.29,0.01
0.21,"[781, 256, 285, 355]",0.0,0.43,0.0,0.05,0.3,0.01
0.21,"[781, 256, 284, 355]",0.0,0.43,0.0,0.05,0.29,0.01
0.21,"[781, 256, 284, 355]",0.0,0.43,0.0,0.05,0.29,0.01
0.14,"[784, 256, 274, 347]",0.0,0.55,0.0,0.04,0.26,0.01
0.15,"[784, 256, 274, 347]",0.0,0.54,0.0,0.04,0.26,0.01
0.23,"[781, 255, 285, 354]",0.0,0.47,0.0,0.06,0.23,0.01
0.22,"[781, 255, 285, 354]",0.0,0.48,0.0,0.06,0.23,0.01
0.22,"[781, 255, 285, 354]",0.0,0.48,0.0,0.06,0.23,0.01
0.13,"[780, 254, 285, 355]",0.0,0.59,0.0,0.03,0.24,0.0
0.13,"[780, 254, 285, 355]",0.0,0.59,0.0,0.03,0.24,0.0
0.11,"[781, 257, 284, 353]",0.0,0.65,0.0,0.03,0.21,0.0
0.11,"[781, 257, 284, 353]",0.0,0.65,0.0,0.03,0.21,0.0
0.11,"[781, 257, 284, 353]",0.0,0.65,0.0,0.03,0.21,0.0
0.07,"[794, 253, 260, 354]",0.0,0.71,0.0,0.03,0.2,0.0
0.07,"[794, 253, 260, 354]",0.0,0.7,0.0,0.03,0.2,0.0
0.07,"[795, 253, 259, 354]",0.0,0.73,0.0,0.02,0.18,0.0
0.07,"[795, 253, 259, 354]",0.0,0.73,0.0,0.02,0.18,0.0
0.07,"[795, 253, 259, 354]",0.0,0.73,0.0,0.02,0.18,0.0
0.06,"[794, 251, 260, 355]",0.0,0.75,0.0,0.03,0.16,0.0
0.06,"[794, 251, 260, 355]",0.0,0.75,0.0,0.03,0.16,0.0
0.07,"[795, 251, 259, 354]",0.0,0.73,0.0,0.03,0.17,0.0
0.06,"[795, 252, 259, 353]",0.0,0.74,0.0,0.03,0.17,0.0
0.06,"[795, 252, 259, 353]",0.0,0.74,0.0,0.03,0.17,0.0
0.06,"[796, 251, 259, 356]",0.0,0.74,0.0,0.02,0.18,0.0
0.06,"[796, 251, 259, 356]",0.0,0.74,0.0,0.02,0.18,0.0
0.06,"[785, 259, 279, 348]",0.0,0.69,0.0,0.01,0.23,0.0
0.05,"[793, 249, 262, 359]",0.0,0.79,0.0,0.01,0.14,0.0
0.05,"[793, 249, 262, 359]",0.0,0.79,0.0,0.01,0.14,0.0
0.06,"[794, 248, 261, 358]",0.0,0.76,0.0,0.02,0.16,0.0
0.06,"[794, 248, 261, 358]",0.0,0.76,0.0,0.02,0.16,0.0
0.07,"[786, 260, 279, 348]",0.0,0.65,0.0,0.02,0.26,0.0
0.05,"[795, 250, 261, 357]",0.0,0.78,0.0,0.01,0.15,0.0
0.05,"[795, 250, 261, 357]",0.0,0.78,0.0,0.01,0.15,0.0
0.07,"[786, 259, 280, 351]",0.0,0.69,0.0,0.02,0.22,0.0
0.06,"[795, 250, 260, 357]",0.0,0.74,0.0,0.02,0.17,0.0
0.05,"[787, 260, 280, 351]",0.0,0.7,0.0,0.01,0.23,0.0
0.06,"[787, 262, 281, 349]",0.0,0.67,0.0,0.01,0.25,0.0
0.06,"[787, 262, 281, 349]",0.0,0.67,0.0,0.01,0.25,0.0
0.07,"[787, 261, 281, 351]",0.0,0.69,0.0,0.02,0.22,0.0
0.07,"[787, 261, 281, 351]",0.0,0.69,0.0,0.02,0.22,0.0
0.1,"[789, 265, 280, 349]",0.0,0.62,0.0,0.01,0.26,0.0
0.1,"[789, 265, 280, 349]",0.0,0.62,0.0,0.01,0.26,0.0
0.1,"[789, 265, 280, 349]",0.0,0.62,0.0,0.01,0.26,0.0
0.13,"[790, 266, 275, 348]",0.0,0.64,0.0,0.01,0.22,0.0
0.12,"[790, 267, 275, 347]",0.0,0.66,0.0,0.01,0.22,0.0
0.18,"[790, 271, 270, 342]",0.0,0.56,0.0,0.01,0.25,0.0
0.18,"[790, 271, 269, 342]",0.0,0.56,0.0,0.01,0.25,0.0
0.18,"[790, 271, 269, 342]",0.0,0.56,0.0,0.01,0.25,0.0
0.1,"[789, 269, 271, 346]",0.0,0.66,0.0,0.01,0.23,0.0
0.1,"[789, 269, 271, 346]",0.0,0.65,0.0,0.01,0.24,0.0
0.14,"[789, 270, 271, 344]",0.0,0.6,0.0,0.01,0.25,0.0
0.14,"[789, 270, 271, 344]",0.0,0.6,0.0,0.01,0.25,0.0
0.14,"[789, 270, 271, 344]",0.0,0.6,0.0,0.01,0.25,0.0
0.13,"[789, 271, 270, 342]",0.0,0.58,0.0,0.0,0.29,0.0
0.11,"[788, 272, 270, 341]",0.0,0.54,0.0,0.01,0.34,0.0
0.13,"[788, 269, 271, 342]",0.0,0.54,0.0,0.0,0.33,0.0
0.14,"[788, 269, 271, 342]",0.0,0.52,0.0,0.0,0.33,0.0
0.14,"[788, 269, 271, 342]",0.0,0.52,0.0,0.0,0.33,0.0
0.16,"[788, 270, 271, 340]",0.0,0.46,0.0,0.0,0.38,0.0
0.16,"[788, 270, 271, 340]",0.0,0.45,0.0,0.0,0.38,0.0
0.15,"[789, 270, 271, 340]",0.0,0.46,0.0,0.0,0.38,0.0
0.16,"[789, 270, 271, 340]",0.0,0.46,0.0,0.0,0.38,0.0
0.16,"[789, 270, 271, 340]",0.0,0.46,0.0,0.0,0.38,0.0
0.12,"[789, 270, 271, 340]",0.0,0.52,0.0,0.0,0.35,0.0
0.12,"[789, 270, 271, 340]",0.0,0.51,0.0,0.0,0.36,0.0
0.14,"[791, 271, 270, 339]",0.0,0.52,0.0,0.01,0.33,0.0
0.14,"[791, 271, 270, 339]",0.0,0.52,0.0,0.01,0.33,0.0
0.14,"[791, 271, 270, 339]",0.0,0.52,0.0,0.01,0.33,0.0
0.15,"[792, 271, 270, 339]",0.0,0.5,0.0,0.0,0.35,0.0
0.15,"[792, 271, 270, 339]",0.0,0.5,0.0,0.0,0.34,0.0
0.14,"[792, 271, 271, 339]",0.0,0.52,0.0,0.0,0.33,0.0
0.14,"[792, 271, 271, 339]",0.0,0.51,0.0,0.0,0.34,0.0
0.14,"[792, 271, 271, 339]",0.0,0.51,0.0,0.0,0.34,0.0
0.13,"[793, 271, 269, 338]",0.0,0.54,0.0,0.0,0.33,0.0
0.13,"[793, 271, 269, 338]",0.0,0.54,0.0,0.0,0.33,0.0
0.11,"[793, 270, 270, 340]",0.0,0.55,0.0,0.01,0.33,0.0
0.12,"[793, 271, 269, 338]",0.0,0.54,0.0,0.0,0.34,0.0
0.12,"[793, 271, 269, 338]",0.0,0.54,0.0,0.0,0.34,0.0
0.13,"[793, 270, 270, 339]",0.0,0.55,0.0,0.01,0.32,0.0
0.13,"[793, 270, 270, 339]",0.0,0.55,0.0,0.01,0.32,0.0
0.13,"[793, 270, 270, 339]",0.0,0.55,0.0,0.0,0.32,0.0
0.13,"[793, 270, 270, 339]",0.0,0.55,0.0,0.0,0.32,0.0
0.13,"[793, 270, 270, 339]",0.0,0.55,0.0,0.0,0.32,0.0
0.12,"[794, 270, 270, 338]",0.0,0.56,0.0,0.0,0.31,0.0
0.12,"[794, 270, 270, 338]",0.0,0.56,0.0,0.0,0.31,0.0
0.12,"[793, 267, 271, 343]",0.0,0.63,0.0,0.01,0.25,0.0
0.1,"[793, 266, 272, 344]",0.0,0.62,0.0,0.01,0.27,0.0
0.1,"[793, 266, 272, 344]",0.0,0.62,0.0,0.01,0.27,0.0
0.15,"[794, 267, 271, 344]",0.0,0.58,0.0,0.01,0.26,0.0
0.14,"[794, 267, 271, 343]",0.0,0.59,0.0,0.01,0.26,0.0
0.15,"[795, 268, 270, 342]",0.0,0.57,0.0,0.01,0.27,0.0
0.15,"[795, 268, 270, 342]",0.0,0.57,0.0,0.01,0.27,0.0
0.15,"[795, 268, 270, 342]",0.0,0.57,0.0,0.01,0.27,0.0
0.14,"[794, 269, 271, 339]",0.0,0.62,0.0,0.01,0.24,0.0
0.14,"[794, 269, 271, 339]",0.0,0.62,0.0,0.01,0.24,0.0
0.07,"[795, 267, 270, 343]",0.0,0.61,0.0,0.01,0.3,0.0
0.07,"[795, 267, 270, 343]",0.0,0.61,0.0,0.01,0.3,0.0
0.07,"[795, 267, 270, 343]",0.0,0.61,0.0,0.01,0.3,0.0
0.05,"[794, 266, 271, 346]",0.0,0.54,0.0,0.02,0.39,0.0
0.05,"[794, 266, 271, 346]",0.0,0.54,0.0,0.02,0.39,0.0
0.09,"[795, 267, 272, 346]",0.0,0.57,0.0,0.02,0.33,0.0
0.09,"[795, 267, 272, 346]",0.0,0.56,0.0,0.02,0.33,0.0
0.09,"[795, 267, 272, 346]",0.0,0.56,0.0,0.02,0.33,0.0
0.08,"[793, 267, 272, 347]",0.0,0.58,0.0,0.02,0.33,0.0
0.08,"[793, 267, 272, 347]",0.0,0.58,0.0,0.02,0.33,0.0
0.08,"[794, 268, 273, 345]",0.0,0.55,0.0,0.02,0.35,0.0
0.09,"[793, 268, 273, 346]",0.0,0.56,0.0,0.02,0.34,0.0
0.09,"[793, 268, 273, 346]",0.0,0.56,0.0,0.02,0.34,0.0
0.09,"[794, 271, 272, 343]",0.0,0.56,0.0,0.01,0.34,0.0
0.09,"[794, 271, 272, 344]",0.0,0.56,0.0,0.01,0.34,0.0
0.1,"[794, 271, 271, 344]",0.0,0.55,0.0,0.01,0.33,0.0
0.1,"[794, 271, 271, 344]",0.0,0.56,0.0,0.01,0.33,0.0
0.1,"[794, 271, 271, 344]",0.0,0.56,0.0,0.01,0.33,0.0
0.1,"[795, 271, 270, 344]",0.0,0.55,0.0,0.01,0.34,0.0
0.1,"[794, 272, 273, 343]",0.0,0.55,0.0,0.01,0.34,0.0
0.09,"[794, 272, 272, 343]",0.0,0.53,0.0,0.01,0.36,0.0
0.09,"[794, 272, 272, 343]",0.0,0.54,0.0,0.01,0.36,0.0
0.09,"[794, 272, 272, 343]",0.0,0.54,0.0,0.01,0.36,0.0
0.1,"[794, 271, 272, 344]",0.0,0.54,0.0,0.01,0.35,0.0
0.1,"[794, 271, 272, 344]",0.0,0.55,0.0,0.01,0.34,0.0
0.11,"[795, 274, 271, 341]",0.0,0.57,0.0,0.01,0.31,0.0
0.11,"[795, 274, 271, 341]",0.0,0.57,0.0,0.01,0.31,0.0
0.11,"[795, 274, 271, 341]",0.0,0.57,0.0,0.01,0.31,0.0
0.12,"[795, 274, 272, 341]",0.0,0.52,0.0,0.01,0.34,0.0
0.12,"[795, 274, 272, 341]",0.0,0.52,0.0,0.01,0.34,0.0
0.1,"[794, 273, 272, 341]",0.0,0.58,0.0,0.01,0.31,0.0
0.1,"[794, 274, 271, 340]",0.0,0.59,0.0,0.01,0.3,0.0
0.1,"[794, 274, 271, 340]",0.0,0.59,0.0,0.01,0.3,0.0
0.12,"[794, 274, 272, 341]",0.0,0.57,0.0,0.01,0.3,0.0
0.12,"[794, 274, 272, 341]",0.0,0.57,0.0,0.01,0.3,0.0
0.11,"[794, 273, 272, 342]",0.0,0.57,0.0,0.01,0.32,0.0
0.11,"[794, 273, 272, 342]",0.0,0.56,0.0,0.01,0.32,0.0
0.11,"[794, 273, 272, 342]",0.0,0.56,0.0,0.01,0.32,0.0
0.15,"[793, 270, 276, 346]",0.0,0.53,0.0,0.01,0.31,0.0
0.15,"[793, 272, 274, 343]",0.0,0.55,0.0,0.01,0.29,0.0
0.14,"[794, 272, 273, 341]",0.0,0.57,0.0,0.01,0.28,0.0
0.14,"[794, 272, 273, 341]",0.0,0.57,0.0,0.01,0.28,0.0
0.14,"[794, 272, 273, 341]",0.0,0.57,0.0,0.01,0.28,0.0
0.15,"[795, 272, 273, 341]",0.0,0.51,0.0,0.01,0.33,0.0
0.15,"[795, 272, 273, 341]",0.0,0.51,0.0,0.01,0.34,0.0
0.12,"[794, 270, 275, 345]",0.0,0.55,0.0,0.01,0.32,0.0
0.13,"[793, 270, 275, 345]",0.0,0.57,0.0,0.01,0.29,0.0
0.13,"[793, 270, 275, 345]",0.0,0.57,0.0,0.01,0.29,0.0
0.16,"[793, 269, 274, 345]",0.0,0.56,0.0,0.01,0.28,0.0
0.16,"[793, 269, 274, 345]",0.0,0.56,0.0,0.01,0.27,0.0
0.27,"[792, 265, 279, 347]",0.0,0.48,0.0,0.02,0.22,0.0
0.27,"[792, 265, 279, 347]",0.0,0.49,0.0,0.02,0.22,0.0
0.27,"[792, 265, 279, 347]",0.0,0.49,0.0,0.02,0.22,0.0
0.27,"[791, 265, 280, 346]",0.0,0.48,0.0,0.02,0.22,0.0
0.27,"[792, 265, 279, 346]",0.0,0.49,0.0,0.02,0.22,0.0
0.34,"[792, 263, 279, 347]",0.0,0.38,0.0,0.03,0.23,0.01
0.34,"[792, 263, 279, 347]",0.0,0.39,0.0,0.03,0.22,0.01
0.34,"[792, 263, 279, 347]",0.0,0.39,0.0,0.03,0.23,0.01
0.32,"[792, 261, 279, 347]",0.0,0.35,0.0,0.04,0.27,0.02
0.34,"[792, 261, 279, 348]",0.0,0.37,0.0,0.03,0.25,0.02
0.36,"[791, 259, 280, 348]",0.0,0.32,0.0,0.07,0.24,0.03
0.35,"[791, 259, 280, 348]",0.0,0.32,0.0,0.07,0.24,0.03
0.35,"[791, 259, 280, 348]",0.0,0.32,0.0,0.07,0.24,0.03
